tone_id	bank	number	name	category
18435	PR-D	388	Cutter Key	38:Synth PolyKey
18436	PR-D	389	PolySyn Atk	38:Synth PolyKey
18437	PR-D	390	Harpsitone	38:Synth PolyKey
18438	PR-D	391	Digi Key 1	38:Synth PolyKey
18439	PR-D	392	Digi Key 2	38:Synth PolyKey
18440	PR-D	393	Digi Key 3	38:Synth PolyKey
18441	PR-D	394	Digi Key 4	38:Synth PolyKey
18442	PR-D	395	Digi Key 5	38:Synth PolyKey
18443	PR-D	396	Digi Key 6	38:Synth PolyKey
18444	PR-D	397	Digi Poly 1	38:Synth PolyKey
18445	PR-D	398	Digi Poly 2	38:Synth PolyKey
18446	PR-D	399	Bit Poly 1	38:Synth PolyKey
18447	PR-D	400	Bit Poly 2	38:Synth PolyKey
18448	PR-D	401	Bit Poly 3	38:Synth PolyKey
18449	PR-D	402	Bit Poly 4	38:Synth PolyKey
18450	PR-D	403	Bit Poly 5	38:Synth PolyKey
18451	PR-D	404	Bit Poly 6	38:Synth PolyKey
18452	PR-D	405	Bit Poly 7	38:Synth PolyKey
18453	PR-D	406	Bit Poly 8	38:Synth PolyKey
18454	PR-D	407	Bit Poly 9	38:Synth PolyKey
18455	PR-D	408	Bit Poly 10	38:Synth PolyKey
18456	PR-D	409	5th Poly 1	38:Synth PolyKey
18457	PR-D	410	5th Poly 2	38:Synth PolyKey
18458	PR-D	411	5th Poly 3	38:Synth PolyKey
18459	PR-D	412	Poly Aug 5th	38:Synth PolyKey
18460	PR-D	413	5th Key	38:Synth PolyKey
18461	PR-D	414	HPF Poly 1	38:Synth PolyKey
18462	PR-D	415	HPF Poly 2	38:Synth PolyKey
18463	PR-D	416	BPF Poly 1	38:Synth PolyKey
18464	PR-D	417	BPF Poly 2	38:Synth PolyKey
18465	PR-D	418	Sweep Poly 1	38:Synth PolyKey
18466	PR-D	419	Sweep Poly 2	38:Synth PolyKey
18467	PR-D	420	Sweep Poly 3	38:Synth PolyKey
18468	PR-D	421	Scoop Poly 1	38:Synth PolyKey
18469	PR-D	422	Scoop Poly 2	38:Synth PolyKey
18470	PR-D	423	Scoop Poly 3	38:Synth PolyKey
18471	PR-D	424	Scoop Poly 4	38:Synth PolyKey
18472	PR-D	425	Scoop Poly 5	38:Synth PolyKey
18473	PR-D	426	Scoop Poly 6	38:Synth PolyKey
18474	PR-D	427	Tekno Poly 1	38:Synth PolyKey
18475	PR-D	428	Tekno Poly 2	38:Synth PolyKey
18476	PR-D	429	Tekno Poly 3	38:Synth PolyKey
18477	PR-D	430	J-Pop Kira 1	38:Synth PolyKey
18478	PR-D	431	J-Pop Kira 2	38:Synth PolyKey
18479	PR-D	432	Square Poly	38:Synth PolyKey
18480	PR-D	433	Slow Poly	38:Synth PolyKey
18481	PR-D	434	Vox Poly	38:Synth PolyKey
18482	PR-D	435	S-SawPoly 1	38:Synth PolyKey
18483	PR-D	436	S-SawPoly 2	38:Synth PolyKey
18484	PR-D	437	S-SawPoly 3	38:Synth PolyKey
18485	PR-D	438	S-SawPoly 4	38:Synth PolyKey
18486	PR-D	439	S-SawPoly 5	38:Synth PolyKey
18487	PR-D	440	S-SawPoly 6	38:Synth PolyKey
18488	PR-D	441	S-SawPoly 7	38:Synth PolyKey
18489	PR-D	442	S-SawPoly 8	38:Synth PolyKey
18490	PR-D	443	S-SawPoly 9	38:Synth PolyKey
18491	PR-D	444	S-SawPoly 10	38:Synth PolyKey
18492	PR-D	445	S-SawPoly 11	38:Synth PolyKey
18493	PR-D	446	S-SawPoly 12	38:Synth PolyKey
18494	PR-D	447	S-SawPoly 13	38:Synth PolyKey
18495	PR-D	448	Trance Key 1	38:Synth PolyKey
18496	PR-D	449	Trance Key 2	38:Synth PolyKey
18497	PR-D	450	Trance Key 3	38:Synth PolyKey
18498	PR-D	451	Trance Key 4	38:Synth PolyKey
18499	PR-D	452	Trance Key 5	38:Synth PolyKey
18500	PR-D	453	Trance Key 6	38:Synth PolyKey
18501	PR-D	454	Delay Reso	38:Synth PolyKey
18502	PR-D	455	3Delay Poly	38:Synth PolyKey
18503	PR-D	456	JP80 FatPoly	38:Synth PolyKey
18504	PR-D	457	Poly Fat	38:Synth PolyKey
18505	PR-D	458	Trance Saw	38:Synth PolyKey
18506	PR-D	459	SoHo Lucky	38:Synth PolyKey
18507	PR-D	460	DLM SUM	38:Synth PolyKey
18508	PR-D	461	H@sWillFall	38:Synth PolyKey
18509	PR-D	462	A Log 4 Ana	38:Synth PolyKey
18510	PR-D	463	Log An A	38:Synth PolyKey
18511	PR-D	464	Androdrops	38:Synth PolyKey
18512	PR-D	465	Vntg Stack	38:Synth PolyKey
18513	PR-D	466	ANORMANALOG	38:Synth PolyKey
18514	PR-D	467	Don’t you	38:Synth PolyKey
18515	PR-D	468	Nailbiter	38:Synth PolyKey
18516	PR-D	469	EinsZweiDry	38:Synth PolyKey
18517	PR-D	470	Analog Key 1	38:Synth PolyKey
18518	PR-D	471	Analog Key 2	38:Synth PolyKey
18519	PR-D	472	Paperclip	38:Synth PolyKey
18520	PR-D	473	Sqr Key	38:Synth PolyKey
18521	PR-D	474	Tri Key	38:Synth PolyKey
18522	PR-D	475	JP-8 PatchF2	38:Synth PolyKey
18523	PR-D	476	Fantasy 1	37:Synth Bellpad
18524	PR-D	477	Fantasy 2	37:Synth Bellpad
18525	PR-D	478	Fantasy 3	37:Synth Bellpad
18526	PR-D	479	Fantasy 4	37:Synth Bellpad
18527	PR-D	480	Fantasy 5	37:Synth Bellpad
18528	PR-D	481	Fantasy Pad	37:Synth Bellpad
18529	PR-D	482	What Key!	37:Synth Bellpad
18530	PR-D	483	EP-Cool Pad	37:Synth Bellpad
18531	PR-D	484	D50 Stack	37:Synth Bellpad
18532	PR-D	485	D-52 Babe	37:Synth Bellpad
18533	PR-D	486	Dreaming 1	37:Synth Bellpad
18534	PR-D	487	Dreaming 2	37:Synth Bellpad
18535	PR-D	488	Dreaming 3	37:Synth Bellpad
18536	PR-D	489	Dreaming 4	37:Synth Bellpad
18537	PR-D	490	Dreaming 5	37:Synth Bellpad
18538	PR-D	491	Dreaming 6	37:Synth Bellpad
18539	PR-D	492	Dreaming 7	37:Synth Bellpad
18540	PR-D	493	Dreambell	37:Synth Bellpad
18541	PR-D	494	DreamingBox	37:Synth Bellpad
18542	PR-D	495	New Jupiter	37:Synth Bellpad
18543	PR-D	496	Analog Dream	37:Synth Bellpad
18544	PR-D	497	Huge MIDI 1	37:Synth Bellpad
18545	PR-D	498	Huge MIDI 2	37:Synth Bellpad
18546	PR-D	499	Huge MIDI 3	37:Synth Bellpad
18547	PR-D	500	MIDI Key	37:Synth Bellpad
18548	PR-D	501	Pipe Key	37:Synth Bellpad
18549	PR-D	502	Vox Key	37:Synth Bellpad
18550	PR-D	503	Magichand	37:Synth Bellpad
18551	PR-D	504	AnalogBell 1	37:Synth Bellpad
18552	PR-D	505	AnalogBell 2	37:Synth Bellpad
18553	PR-D	506	AnalogBell 3	37:Synth Bellpad
18554	PR-D	507	AnalogBell 4	37:Synth Bellpad
18555	PR-D	508	Synth Sniper	37:Synth Bellpad
18556	PR-D	509	Temper Bell	37:Synth Bellpad
18557	PR-D	510	Icycle	37:Synth Bellpad
18558	PR-D	511	Pipe Chatter	37:Synth Bellpad
18559	PR-D	512	Spring Wind	37:Synth Bellpad
18688	PR-D	513	JP80 SynHarp	37:Synth Bellpad
18689	PR-D	514	Bell 1	14:Bell
18690	PR-D	515	Bell 2	14:Bell
18691	PR-D	516	Bell 3	14:Bell
18692	PR-D	517	Bell 4	14:Bell
18693	PR-D	518	Bell 5	14:Bell
18694	PR-D	519	Bell 6	14:Bell
18695	PR-D	520	Bell 7	14:Bell
18696	PR-D	521	Bell 8	14:Bell
18697	PR-D	522	Bell 9	14:Bell
18698	PR-D	523	Bell 10	14:Bell
18699	PR-D	524	Bell 11	14:Bell
18700	PR-D	525	Bell 12	14:Bell
18701	PR-D	526	Bell 13	14:Bell
18702	PR-D	527	Bell 14	14:Bell
18703	PR-D	528	Bell 15	14:Bell
18704	PR-D	529	Bell 16	14:Bell
18705	PR-D	530	Bell 17	14:Bell
18706	PR-D	531	Bell 18	14:Bell
18707	PR-D	532	Bell 19	14:Bell
18708	PR-D	533	Bell 20	14:Bell
18709	PR-D	534	Bell 21	14:Bell
18710	PR-D	535	Bell 22	14:Bell
18711	PR-D	536	Tower Bell	14:Bell
18712	PR-D	537	Tubular Bell	14:Bell
18713	PR-D	538	OrganBell 1	14:Bell
18714	PR-D	539	OrganBell 2	14:Bell
18715	PR-D	540	OrganBell 3	14:Bell
18716	PR-D	541	Kalimbell	14:Bell
18717	PR-D	542	JP80 Bell	14:Bell
18718	PR-D	543	Glass Amb	14:Bell
18719	PR-D	544	Digi Crystal	14:Bell
18720	PR-D	545	Icy Keys	14:Bell
18721	PR-D	546	JP-8 PatchH1	14:Bell
18722	PR-D	547	SEQ 1	40:Synth Seq/Pop
18723	PR-D	548	SEQ 2	40:Synth Seq/Pop
18724	PR-D	549	SEQ 3	40:Synth Seq/Pop
18725	PR-D	550	SEQ 4	40:Synth Seq/Pop
18726	PR-D	551	SEQ 5	40:Synth Seq/Pop
18727	PR-D	552	SEQ 6	40:Synth Seq/Pop
18728	PR-D	553	SEQ 7	40:Synth Seq/Pop
18729	PR-D	554	SEQ 8	40:Synth Seq/Pop
18730	PR-D	555	SEQ 9	40:Synth Seq/Pop
18731	PR-D	556	SEQ 10	40:Synth Seq/Pop
18732	PR-D	557	SEQ 11	40:Synth Seq/Pop
18733	PR-D	558	SEQ 12	40:Synth Seq/Pop
18734	PR-D	559	SEQ 13	40:Synth Seq/Pop
18735	PR-D	560	SEQ 14	40:Synth Seq/Pop
18736	PR-D	561	SEQ 15	40:Synth Seq/Pop
18737	PR-D	562	SEQ 16	40:Synth Seq/Pop
18738	PR-D	563	SEQ 17	40:Synth Seq/Pop
18739	PR-D	564	SEQ 18	40:Synth Seq/Pop
18740	PR-D	565	SEQ 19	40:Synth Seq/Pop
18741	PR-D	566	SEQ 20	40:Synth Seq/Pop
18742	PR-D	567	SEQ 21	40:Synth Seq/Pop
18743	PR-D	568	SEQ 22	40:Synth Seq/Pop
18744	PR-D	569	SEQ 23	40:Synth Seq/Pop
18745	PR-D	570	SEQ 24	40:Synth Seq/Pop
18746	PR-D	571	SEQ 25	40:Synth Seq/Pop
18747	PR-D	572	SEQ 26	40:Synth Seq/Pop
18748	PR-D	573	SEQ 27	40:Synth Seq/Pop
18749	PR-D	574	SEQ 28	40:Synth Seq/Pop
18750	PR-D	575	SEQ 29	40:Synth Seq/Pop
18751	PR-D	576	SEQ 30	40:Synth Seq/Pop
18752	PR-D	577	SEQ 31	40:Synth Seq/Pop
18753	PR-D	578	SEQ 32	40:Synth Seq/Pop
18754	PR-D	579	SEQ 33	40:Synth Seq/Pop
18755	PR-D	580	SEQ 34	40:Synth Seq/Pop
18756	PR-D	581	SEQ 35	40:Synth Seq/Pop
18757	PR-D	582	SEQ 36	40:Synth Seq/Pop
18758	PR-D	583	SEQ 37	40:Synth Seq/Pop
18759	PR-D	584	SEQ 38	40:Synth Seq/Pop
18760	PR-D	585	SEQ 39	40:Synth Seq/Pop
18761	PR-D	586	Stubby Mono	40:Synth Seq/Pop
18762	PR-D	587	Scrt Decay	40:Synth Seq/Pop
18763	PR-D	588	R&B Bs 1	21:Synth Bass
18764	PR-D	589	R&B Bs 2	21:Synth Bass
18765	PR-D	590	R&B Bs 3	21:Synth Bass
18766	PR-D	591	R&B Bs 4	21:Synth Bass
18767	PR-D	592	R&B Bs 5	21:Synth Bass
18768	PR-D	593	R&B Bs 6	21:Synth Bass
18769	PR-D	594	R&B Bs 7	21:Synth Bass
18770	PR-D	595	R&B Bs 8	21:Synth Bass
18771	PR-D	596	R&B Bs 9	21:Synth Bass
18772	PR-D	597	MG Bs 1	21:Synth Bass
18773	PR-D	598	MG Bs 2	21:Synth Bass
18774	PR-D	599	MG Bs 3	21:Synth Bass
18775	PR-D	600	MG Bs 4	21:Synth Bass
18776	PR-D	601	MG Bs 5	21:Synth Bass
18777	PR-D	602	MG Bs 6	21:Synth Bass
18778	PR-D	603	MG Bs 7	21:Synth Bass
18779	PR-D	604	MG Bs 8	21:Synth Bass
18780	PR-D	605	MG Bs 9	21:Synth Bass
18781	PR-D	606	MG Bs 10	21:Synth Bass
18782	PR-D	607	MG Bs 11	21:Synth Bass
18783	PR-D	608	MG Bs 12	21:Synth Bass
18784	PR-D	609	MG Bs 13	21:Synth Bass
18785	PR-D	610	MG Bs 14	21:Synth Bass
18786	PR-D	611	MG Bs 15	21:Synth Bass
18787	PR-D	612	MG Bs 16	21:Synth Bass
18788	PR-D	613	MG Bs 17	21:Synth Bass
18789	PR-D	614	MG Bs 18	21:Synth Bass
18790	PR-D	615	MG Bs 19	21:Synth Bass
18791	PR-D	616	MG Bs 20	21:Synth Bass
18792	PR-D	617	MG Bs 21	21:Synth Bass
18793	PR-D	618	MG Bs 22	21:Synth Bass
18794	PR-D	619	MG Bs 23	21:Synth Bass
18795	PR-D	620	MG Bs 24	21:Synth Bass
18796	PR-D	621	MG Bs 25	21:Synth Bass
18797	PR-D	622	MG Bs 26	21:Synth Bass
18798	PR-D	623	Thickness Bs	21:Synth Bass
18799	PR-D	624	Plastic Bs	21:Synth Bass
18800	PR-D	625	Alpha Bs 1	21:Synth Bass
18801	PR-D	626	Alpha Bs 2	21:Synth Bass
18802	PR-D	627	Alpha Bs 3	21:Synth Bass
18803	PR-D	628	Flat6Bs	21:Synth Bass
18804	PR-D	629	Decay Bs 1	21:Synth Bass
18805	PR-D	630	Decay Bs 2	21:Synth Bass
18806	PR-D	631	Decay Bs 3	21:Synth Bass
18807	PR-D	632	Decay Bs 4	21:Synth Bass
18808	PR-D	633	106 Bass 1	21:Synth Bass
18809	PR-D	634	106 Bass 2	21:Synth Bass
18810	PR-D	635	106 Bass 3	21:Synth Bass
18811	PR-D	636	106 Bass 4	21:Synth Bass
18812	PR-D	637	106 Bass 5	21:Synth Bass
18813	PR-D	638	Breakdown Bs	21:Synth Bass
18814	PR-D	639	Dopebass	21:Synth Bass
18815	PR-D	640	MC202 Bs 1	21:Synth Bass
18944	PR-D	641	MC202 Bs 2	21:Synth Bass
18945	PR-D	642	Pulse Bs 1	21:Synth Bass
18946	PR-D	643	Pulse Bs 2	21:Synth Bass
18947	PR-D	644	Pulse Bs 3	21:Synth Bass
18948	PR-D	645	Pulse Bs 4	21:Synth Bass
18949	PR-D	646	FM Bs 1	21:Synth Bass
18950	PR-D	647	FM Bs 2	21:Synth Bass
18951	PR-D	648	JP Bs	21:Synth Bass
18952	PR-D	649	Compu Bass 1	21:Synth Bass
18953	PR-D	650	Compu Bass 2	21:Synth Bass
18954	PR-D	651	Detune Bs 1	21:Synth Bass
18955	PR-D	652	Detune Bs 2	21:Synth Bass
18956	PR-D	653	Detune Bs 3	21:Synth Bass
18957	PR-D	654	Detune Bs 4	21:Synth Bass
18958	PR-D	655	Intrusive Bs	21:Synth Bass
18959	PR-D	656	SH-101 Bs 1	21:Synth Bass
18960	PR-D	657	SH-101 Bs 2	21:Synth Bass
18961	PR-D	658	Sweep Bs 1	21:Synth Bass
18962	PR-D	659	Sweep Bs 2	21:Synth Bass
18963	PR-D	660	Sweep Bs 3	21:Synth Bass
18964	PR-D	661	Sweep Bs 4	21:Synth Bass
18965	PR-D	662	Sweep Bs 5	21:Synth Bass
18966	PR-D	663	Sweep Bs 6	21:Synth Bass
18967	PR-D	664	Sweep Bs 7	21:Synth Bass
18968	PR-D	665	Rubbertouch	21:Synth Bass
18969	PR-D	666	P5 Bs 1	21:Synth Bass
18970	PR-D	667	P5 Bs 2	21:Synth Bass
18971	PR-D	668	P5 Bs 3	21:Synth Bass
18972	PR-D	669	P5 Bs 4	21:Synth Bass
18973	PR-D	670	P5 Bs 5	21:Synth Bass
18974	PR-D	671	Juno60 Bs	21:Synth Bass
18975	PR-D	672	D-50 Bs	21:Synth Bass
18976	PR-D	673	MKS-50 Bs	21:Synth Bass
18977	PR-D	674	Wide Bs 1	21:Synth Bass
18978	PR-D	675	Wide Bs 2	21:Synth Bass
18979	PR-D	676	Wide Bs 3	21:Synth Bass
18980	PR-D	677	Wide Bs 4	21:Synth Bass
18981	PR-D	678	BASSH 10	21:Synth Bass
18982	PR-D	679	Chow Bs 1	21:Synth Bass
18983	PR-D	680	Chow Bs 2	21:Synth Bass
18984	PR-D	681	House Bs	21:Synth Bass
18985	PR-D	682	JP-4 Bs	21:Synth Bass
18986	PR-D	683	SH Square Bs	21:Synth Bass
18987	PR-D	684	JunoSqr Bs 1	21:Synth Bass
18988	PR-D	685	JunoSqr Bs 2	21:Synth Bass
18989	PR-D	686	TB Bass 1	21:Synth Bass
18990	PR-D	687	TB Bass 2	21:Synth Bass
18991	PR-D	688	TB Dist Bs 1	21:Synth Bass
18992	PR-D	689	TB Dist Bs 2	21:Synth Bass
18993	PR-D	690	Agresso Bass	21:Synth Bass
18994	PR-D	691	Show Me Low	21:Synth Bass
18995	PR-D	692	Organ Bs	21:Synth Bass
18996	PR-D	693	Muffled Bass	21:Synth Bass
18997	PR-D	694	Garage Bs 1	21:Synth Bass
18998	PR-D	695	Garage Bs 2	21:Synth Bass
18999	PR-D	696	Low Bs 1	21:Synth Bass
19000	PR-D	697	Low Bs 2	21:Synth Bass
19001	PR-D	698	Low Bs 3	21:Synth Bass
19002	PR-D	699	Low Bs 4	21:Synth Bass
19003	PR-D	700	Low Bs 5	21:Synth Bass
19004	PR-D	701	Low Bs 6	21:Synth Bass
19005	PR-D	702	Tri Bass 1	21:Synth Bass
19006	PR-D	703	Tri Bass 2	21:Synth Bass
19007	PR-D	704	Fat Analog 1	21:Synth Bass
19008	PR-D	705	Fat Analog 2	21:Synth Bass
19009	PR-D	706	Reso Bs 1	21:Synth Bass
19010	PR-D	707	Reso Bs 2	21:Synth Bass
19011	PR-D	708	Reso Bs 3	21:Synth Bass
19012	PR-D	709	Reso Bs 4	21:Synth Bass
19013	PR-D	710	Reso Bs 5	21:Synth Bass
19014	PR-D	711	Reso Bs 6	21:Synth Bass
19015	PR-D	712	Reso Bs 7	21:Synth Bass
19016	PR-D	713	Reso Bs 8	21:Synth Bass
19017	PR-D	714	Reso Bs 9	21:Synth Bass
19018	PR-D	715	Reso Bs 10	21:Synth Bass
19019	PR-D	716	Reso Bs 11	21:Synth Bass
19020	PR-D	717	Reso Bs 12	21:Synth Bass
19021	PR-D	718	Reso Bs 13	21:Synth Bass
19022	PR-D	719	Reso Bs 14	21:Synth Bass
19023	PR-D	720	Reso Bs 15	21:Synth Bass
19024	PR-D	721	Reso Bs 16	21:Synth Bass
19025	PR-D	722	Reso Bs 17	21:Synth Bass
19026	PR-D	723	Reso Bs 18	21:Synth Bass
19027	PR-D	724	Reso Bs 19	21:Synth Bass
19028	PR-D	725	Reso Bs 20	21:Synth Bass
19029	PR-D	726	Reso Bs 21	21:Synth Bass
19030	PR-D	727	Reso Bs 22	21:Synth Bass
19031	PR-D	728	Reso Bs 23	21:Synth Bass
19032	PR-D	729	Reso Bs 24	21:Synth Bass
19033	PR-D	730	Camblast	21:Synth Bass
19034	PR-D	731	LA SynBs	21:Synth Bass
19035	PR-D	732	Fat SynBs	21:Synth Bass
19036	PR-D	733	Syn Bs 1	21:Synth Bass
19037	PR-D	734	Syn Bs 2	21:Synth Bass
19038	PR-D	735	Syn Bs 3	21:Synth Bass
19039	PR-D	736	Rubber Bs 1	21:Synth Bass
19040	PR-D	737	Rubber Bs 2	21:Synth Bass
19041	PR-D	738	Dynamic Bs 1	21:Synth Bass
19042	PR-D	739	Dynamic Bs 2	21:Synth Bass
19043	PR-D	740	Round Bs	21:Synth Bass
19044	PR-D	741	Acid Bs 1	21:Synth Bass
19045	PR-D	742	Acid Bs 2	21:Synth Bass
19046	PR-D	743	Acid Bs 3	21:Synth Bass
19047	PR-D	744	Acid Bs 4	21:Synth Bass
19048	PR-D	745	Acid Bs 5	21:Synth Bass
19049	PR-D	746	Acid Bs 6	21:Synth Bass
19050	PR-D	747	Spike Bs 1	21:Synth Bass
19051	PR-D	748	Spike Bs 2	21:Synth Bass
19052	PR-D	749	H&S Bass	21:Synth Bass
19053	PR-D	750	Short Bs 1	21:Synth Bass
19054	PR-D	751	Short Bs 2	21:Synth Bass
19055	PR-D	752	Short Bs 3	21:Synth Bass
19056	PR-D	753	HH Bs 1	21:Synth Bass
19057	PR-D	754	HH Bs 2	21:Synth Bass
19058	PR-D	755	HH Bs 3	21:Synth Bass
19059	PR-D	756	HH Bs 4	21:Synth Bass
19060	PR-D	757	HH Bs 5	21:Synth Bass
19061	PR-D	758	HH Bs 6	21:Synth Bass
19062	PR-D	759	Arpaccio	21:Synth Bass
19063	PR-D	760	Carmelcorn	21:Synth Bass
19064	PR-D	761	NoiseBs	21:Synth Bass
19065	PR-D	762	Soft Bs	21:Synth Bass
19066	PR-D	763	Slow Bs	21:Synth Bass
19067	PR-D	764	Square Bs 1	21:Synth Bass
19068	PR-D	765	Square Bs 2	21:Synth Bass
19069	PR-D	766	Square Bs 3	21:Synth Bass
19070	PR-D	767	Square Bs 4	21:Synth Bass
19071	PR-D	768	Squaresville	21:Synth Bass
19200	PR-D	769	PWM Bass 1	21:Synth Bass
19201	PR-D	770	PWM Bass 2	21:Synth Bass
19202	PR-D	771	Modular Bs 1	21:Synth Bass
19203	PR-D	772	Modular Bs 2	21:Synth Bass
19204	PR-D	773	Modular Bs 3	21:Synth Bass
19205	PR-D	774	Modular Bs 4	21:Synth Bass
19206	PR-D	775	Modular Bs 5	21:Synth Bass
19207	PR-D	776	Modular Bs 6	21:Synth Bass
19208	PR-D	777	Unison Bs 1	21:Synth Bass
19209	PR-D	778	Unison Bs 2	21:Synth Bass
19210	PR-D	779	Unison Bs 3	21:Synth Bass
19211	PR-D	780	Unison Bs 4	21:Synth Bass
19212	PR-D	781	Monster Bs 1	21:Synth Bass
19213	PR-D	782	Monster Bs 2	21:Synth Bass
19214	PR-D	783	Monster Bs 3	21:Synth Bass
19215	PR-D	784	Monster Bs 4	21:Synth Bass
19216	PR-D	785	Monster Bs 5	21:Synth Bass
19217	PR-D	786	Monster Bs 6	21:Synth Bass
19218	PR-D	787	Monster Bs 7	21:Synth Bass
19219	PR-D	788	Monster Bs 8	21:Synth Bass
19220	PR-D	789	Bit Bs 1	21:Synth Bass
19221	PR-D	790	Bit Bs 2	21:Synth Bass
19222	PR-D	791	Bit Bs 3	21:Synth Bass
19223	PR-D	792	Bit Bs 4	21:Synth Bass
19224	PR-D	793	SuperSawBs 1	21:Synth Bass
19225	PR-D	794	SuperSawBs 2	21:Synth Bass
19226	PR-D	795	SuperSawBs 3	21:Synth Bass
19227	PR-D	796	SuperSawBs 4	21:Synth Bass
19228	PR-D	797	SuperSawBs 5	21:Synth Bass
19229	PR-D	798	Sync Bs 1	21:Synth Bass
19230	PR-D	799	Sync Bs 2	21:Synth Bass
19231	PR-D	800	Sync Bs 3	21:Synth Bass
19232	PR-D	801	Sync Bs 4	21:Synth Bass
19233	PR-D	802	SubOSC Bs 1	21:Synth Bass
19234	PR-D	803	SubOSC Bs 2	21:Synth Bass
19235	PR-D	804	Ramp Bs	21:Synth Bass
19236	PR-D	805	LFO Bs 1	21:Synth Bass
19237	PR-D	806	LFO Bs 2	21:Synth Bass
19238	PR-D	807	LFO Bs 3	21:Synth Bass
19239	PR-D	808	LFO Bs 4	21:Synth Bass
19240	PR-D	809	Crackbass	21:Synth Bass
19241	PR-D	810	Basschunk	21:Synth Bass
19242	PR-D	811	Hi-Energy Bs	21:Synth Bass
19243	PR-D	812	Saw Lead 1	34:Synth Lead
19244	PR-D	813	Saw Lead 2	34:Synth Lead
19245	PR-D	814	Saw Lead 3	34:Synth Lead
19246	PR-D	815	Saw Lead 4	34:Synth Lead
19247	PR-D	816	Saw Lead 5	34:Synth Lead
19248	PR-D	817	Saw Lead 6	34:Synth Lead
19249	PR-D	818	Saw Lead 7	34:Synth Lead
19250	PR-D	819	Saw Lead 8	34:Synth Lead
19251	PR-D	820	Saw Lead 9	34:Synth Lead
19252	PR-D	821	Saw Lead 10	34:Synth Lead
19253	PR-D	822	Saw Lead 11	34:Synth Lead
19254	PR-D	823	Saw Lead 12	34:Synth Lead
19255	PR-D	824	Saw Lead 13	34:Synth Lead
19256	PR-D	825	Saw Lead 14	34:Synth Lead
19257	PR-D	826	Saw Lead 15	34:Synth Lead
19258	PR-D	827	Saw Lead 16	34:Synth Lead
19259	PR-D	828	Saw Lead 17	34:Synth Lead
19260	PR-D	829	Saw Lead 18	34:Synth Lead
19261	PR-D	830	Saw Lead 19	34:Synth Lead
19262	PR-D	831	Saw Lead 20	34:Synth Lead
19263	PR-D	832	Saw Lead 21	34:Synth Lead
19264	PR-D	833	Saw Lead 22	34:Synth Lead
19265	PR-D	834	Saw Lead 23	34:Synth Lead
19266	PR-D	835	Saw Lead 24	34:Synth Lead
19267	PR-D	836	Saw Lead 25	34:Synth Lead
19268	PR-D	837	Saw Lead 26	34:Synth Lead
19269	PR-D	838	Saw Lead 27	34:Synth Lead
19270	PR-D	839	Saw Lead 28	34:Synth Lead
19271	PR-D	840	Saw Lead 29	34:Synth Lead
19272	PR-D	841	Saw Lead 30	34:Synth Lead
19273	PR-D	842	Saw Lead 31	34:Synth Lead
19274	PR-D	843	Saw Lead 32	34:Synth Lead
19275	PR-D	844	Saw Lead 33	34:Synth Lead
19276	PR-D	845	Saw Lead 34	34:Synth Lead
19277	PR-D	846	Saw Lead 35	34:Synth Lead
19278	PR-D	847	Saw Lead 36	34:Synth Lead
19279	PR-D	848	Saw Lead 37	34:Synth Lead
19280	PR-D	849	Saw Lead 38	34:Synth Lead
19281	PR-D	850	Saw Lead 39	34:Synth Lead
19282	PR-D	851	Saw Lead 40	34:Synth Lead
19283	PR-D	852	Saw Lead 41	34:Synth Lead
19284	PR-D	853	Saw Lead 42	34:Synth Lead
19285	PR-D	854	Saw Lead 43	34:Synth Lead
19286	PR-D	855	Saw Lead 44	34:Synth Lead
19287	PR-D	856	Saw Lead 45	34:Synth Lead
19288	PR-D	857	CC Saw Ld 1	34:Synth Lead
19289	PR-D	858	CC Saw Ld 2	34:Synth Lead
19290	PR-D	859	CC Saw Ld 3	34:Synth Lead
19291	PR-D	860	CC Saw Ld 4	34:Synth Lead
19292	PR-D	861	CC Saw Ld 5	34:Synth Lead
19293	PR-D	862	Bad Axe	34:Synth Lead
19294	PR-D	863	Buzz Cut	34:Synth Lead
19295	PR-D	864	Cutting Lead	34:Synth Lead
19296	PR-D	865	Fat GR Lead	34:Synth Lead
19297	PR-D	866	Bright Pls	34:Synth Lead
19298	PR-D	867	Juicy JP	34:Synth Lead
19299	PR-D	868	Abakababra	34:Synth Lead
19300	PR-D	869	Crossfire	34:Synth Lead
19301	PR-D	870	Borrowed	34:Synth Lead
19302	PR-D	871	PulstarLd 1	34:Synth Lead
19303	PR-D	872	PulstarLd 2	34:Synth Lead
19304	PR-D	873	Dirty Saw Ld	34:Synth Lead
19305	PR-D	874	Leadership	34:Synth Lead
19306	PR-D	875	Ripping Mini	34:Synth Lead
19307	PR-D	876	Love Lead	34:Synth Lead
19308	PR-D	877	EQ Lead 1	34:Synth Lead
19309	PR-D	878	EQ Lead 2	34:Synth Lead
19310	PR-D	879	Stn MG Lead	34:Synth Lead
19311	PR-D	880	Octa Juice	34:Synth Lead
19312	PR-D	881	CR Lead	34:Synth Lead
19313	PR-D	882	Hip Lead	34:Synth Lead
19314	PR-D	883	Chubby Lead	34:Synth Lead
19315	PR-D	884	Super Saws	34:Synth Lead
19316	PR-D	885	NuWave	34:Synth Lead
19317	PR-D	886	Flangepig	34:Synth Lead
